Random Seed: 123
train: Epoch: 0	
loading annotations into memory...
Done (t=0.58s)
creating index...
index created!
loading annotations into memory...
Done (t=15.94s)
creating index...
index created!
loading annotations into memory...
Done (t=0.50s)
creating index...
index created!
eta: 1:12:27  epoch: 1  step: 9630  mask_loss: 0.7216  ct_loss: 2.3105  wh_loss: 0.9155  py_loss: 4.7693  shape_loss: 0.4768  loss: 9.1937  data: 0.0277  batch: 0.8689  lr: 0.000100  max_mem: 13037
eta: 1:11:01  epoch: 1  step: 9730  mask_loss: 0.6891  ct_loss: 2.2567  wh_loss: 0.8316  py_loss: 4.2977  shape_loss: 0.4408  loss: 8.5159  data: 0.0270  batch: 0.8643  lr: 0.000100  max_mem: 13037
eta: 1:09:35  epoch: 1  step: 9830  mask_loss: 0.7057  ct_loss: 2.1221  wh_loss: 0.8576  py_loss: 4.3725  shape_loss: 0.4751  loss: 8.5329  data: 0.0297  batch: 0.8804  lr: 0.000100  max_mem: 13037
eta: 1:08:08  epoch: 1  step: 9930  mask_loss: 0.7018  ct_loss: 2.1579  wh_loss: 0.8121  py_loss: 4.0979  shape_loss: 0.4221  loss: 8.1918  data: 0.0276  batch: 0.8675  lr: 0.000100  max_mem: 13037
eta: 1:06:42  epoch: 1  step: 10030  mask_loss: 0.7257  ct_loss: 2.3443  wh_loss: 0.8886  py_loss: 4.6242  shape_loss: 0.4380  loss: 9.0208  data: 0.0274  batch: 0.8587  lr: 0.000100  max_mem: 13037
eta: 1:05:15  epoch: 1  step: 10130  mask_loss: 0.7188  ct_loss: 2.2763  wh_loss: 0.8991  py_loss: 4.7020  shape_loss: 0.4623  loss: 9.0586  data: 0.0258  batch: 0.8657  lr: 0.000100  max_mem: 13037
eta: 1:03:49  epoch: 1  step: 10230  mask_loss: 0.6817  ct_loss: 2.0840  wh_loss: 0.7927  py_loss: 4.0543  shape_loss: 0.4316  loss: 8.0443  data: 0.0259  batch: 0.8631  lr: 0.000100  max_mem: 13037
eta: 1:02:23  epoch: 1  step: 10330  mask_loss: 0.7279  ct_loss: 2.3381  wh_loss: 0.8549  py_loss: 4.3686  shape_loss: 0.4470  loss: 8.7365  data: 0.0253  batch: 0.8873  lr: 0.000100  max_mem: 13037
eta: 1:00:56  epoch: 1  step: 10430  mask_loss: 0.7075  ct_loss: 2.2264  wh_loss: 0.8682  py_loss: 4.3576  shape_loss: 0.4578  loss: 8.6175  data: 0.0256  batch: 0.8549  lr: 0.000100  max_mem: 13037
eta: 0:59:30  epoch: 1  step: 10530  mask_loss: 0.7096  ct_loss: 2.2864  wh_loss: 0.8634  py_loss: 4.4677  shape_loss: 0.4379  loss: 8.7650  data: 0.0289  batch: 0.8796  lr: 0.000100  max_mem: 13037
